BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,ZIPCODE,LATITUDE,LONGITUDE,WARD,QUADRANT,SALEYEAR,SALEMONTH,PRICE,PROP CLASS
3,1,Forced Air,Y,1,6,3,1929,>2000,1964,1374.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1647,20002.0,38.90633163,-76.97784039,Ward 5,NE,2011,6,200000.0,Lower
2,0,Hot Water Rad,Y,1,7,3,1932,No Remodeling,1969,1603.0,1,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5956,20015.0,38.95982366,-77.07040051,Ward 3,NW,2007,5,825000.0,Middle
1,0,Forced Air,Y,1,6,3,1916,>2000,1967,1408.0,1,2 Story,Single,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,12,2536,20032.0,38.84275613,-77.00233455,Ward 8,SE,2017,1,399000.0,Lower
3,1,Forced Air,Y,1,7,4,1910,>2000,1967,1436.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1239,20009.0,38.91641698,-77.02995057,Ward 1,NW,2011,3,855000.0,Middle
2,1,Warm Cool,Y,1,6,3,1984,>2000,1995,1400.0,1,2 Story,Row Inside,Above Average,Good,Brick/Siding,Comp Shingle,Wood Floor,1,0,11,1900,20032.0,38.84138295,-76.97776194,Ward 8,SE,2014,7,260000.0,Lower
1,1,Warm Cool,Y,1,8,4,1940,1941-1970,1960,1540.0,1,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,5316,20020.0,38.86904409,-76.95721796,Ward 7,SE,2018,6,355000.0,Lower
3,0,Hot Water Rad,N,1,7,3,1912,>2000,1967,1188.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1024,20002.0,38.89660629,-76.99679889,Ward 6,NE,2012,2,525000.0,Lower
2,1,Warm Cool,Y,1,7,3,1950,>2000,1974,1564.0,1,2 Story,Semi-Detached,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,12743,20020.0,38.86513918,-76.96585427,Ward 7,SE,2001,6,199000.0,Lower
2,2,Hot Water Rad,Y,1,6,2,1924,1971-2000,1967,1312.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1666,20002.0,38.89563408,-76.98997328,Ward 6,NE,2015,11,696000.0,Middle
3,1,Hot Water Rad,N,2,8,3,1928,>2000,1969,1640.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,1,24,2140,20007.0,38.92189114,-77.07566593,Ward 3,NW,2015,12,865000.0,Middle
4,0,Warm Cool,Y,1,12,5,1902,>2000,1978,2620.0,1,3 Story,Row Inside,Excellent,Good,Common Brick,Metal- Sms,Hardwood,1,3,11,2576,20009.0,38.92205386,-77.04555690000001,Ward 1,NW,2011,5,1400000.0,Upper
3,1,Forced Air,Y,1,7,3,2014,No Remodeling,2015,1520.0,1,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,0,11,864,20011.0,38.96364524,-77.00492832,Ward 4,NE,2017,10,585000.0,Middle
1,0,Forced Air,Y,1,6,2,1949,No Remodeling,1968,832.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Carpet,1,0,13,2517,20019.0,38.88123017,-76.94030877,Ward 7,SE,2009,5,210000.0,Lower
1,1,Hot Water Rad,N,1,7,3,1925,>2000,1972,2422.0,1,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,3984,20015.0,38.9598722,-77.08008591,Ward 3,NW,2004,3,607750.0,Middle
3,0,Hot Water Rad,Y,1,10,5,1954,No Remodeling,1964,2423.0,1,1.5 Story Fin,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,2,12,13484,20016.0,38.93723492,-77.10298590000001,Ward 3,NW,1998,12,630000.0,Middle
3,1,Forced Air,Y,2,7,4,1900,>2000,1982,2322.0,1,2 Story,Row End,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,2,0,24,1140,20002.0,38.89876791,-76.99399299,Ward 6,NE,2005,6,625000.0,Middle
1,1,Warm Cool,Y,1,12,4,1949,No Remodeling,1956,2152.0,1,2 Story,Semi-Detached,Good Quality,Average,Brick/Siding,Comp Shingle,Hardwood,1,1,13,5683,20011.0,38.95384511,-77.03035001,Ward 4,NW,2002,5,213750.0,Lower
3,1,Forced Air,Y,1,9,3,1927,>2000,1964,1700.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1500,20010.0,38.93574395,-77.03397136,Ward 1,NW,2017,1,716000.0,Middle
1,0,Hot Water Rad,N,1,6,2,1890,1971-2000,1957,1236.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Wood Floor,1,0,11,1516,20002.0,38.89567225,-76.9992642,Ward 6,NE,1992,2,163500.0,Lower
1,1,Forced Air,Y,1,7,4,1947,No Remodeling,1957,1216.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,13,3422,20019.0,38.89257817,-76.94938082,Ward 7,NE,2005,11,250000.0,Lower
2,1,Forced Air,Y,1,8,3,1923,>2000,1964,1640.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1800,20011.0,38.94959198,-77.02570464,Ward 4,NW,2008,11,399900.0,Lower
3,2,Warm Cool,Y,1,12,5,1950,No Remodeling,1976,2986.0,1,2 Story,Single,Very Good,Good,Brick/Stone,Slate,Hardwood,1,3,12,14098,20012.0,38.98637689,-77.03949292,Ward 4,NW,2003,6,550000.0,Middle
1,2,Warm Cool,Y,1,7,4,1915,>2000,1967,2124.0,1,2 Story,Row End,Above Average,Good,Common Brick,Metal- Sms,Hardwood,3,0,11,1738,20002.0,38.90223189,-76.99106064,Ward 6,NE,2001,2,147500.0,Lower
3,1,Forced Air,Y,1,9,4,1948,>2000,1984,2500.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,3,12,8125,20016.0,38.94295885,-77.08474257,Ward 3,NW,2009,7,1405000.0,Upper
1,1,Forced Air,Y,1,4,2,1913,1971-2000,1954,768.0,1,2 Story,Row Inside,Average,Average,Aluminum,Built Up,Hardwood,1,0,11,764,20002.0,38.893742,-76.98595897,Ward 6,NE,2016,12,429895.0,Lower
3,1,Forced Air,Y,2,8,4,1907,>2000,1967,2200.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,2,0,24,1700,20001.0,38.9150523,-77.01188485,Ward 5,NW,2004,7,501000.0,Lower
3,1,Forced Air,Y,1,9,4,1937,>2000,1980,1452.0,1,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,2,11,1850,20011.0,38.95491774,-77.01084485,Ward 4,NW,2014,7,525000.0,Lower
2,0,Forced Air,Y,1,6,3,1925,>2000,1964,1294.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1298,20002.0,38.90502425,-76.98675306,Ward 5,NE,2010,7,310000.0,Lower
4,0,Hot Water Rad,N,4,12,4,1941,No Remodeling,1954,3280.0,1,2 Story,Multi,Average,Fair,Common Brick,Built Up,Hardwood/Carp,4,0,23,2906,20018.0,38.92088882,-76.98584846,Ward 5,NE,2011,5,275000.0,Lower
2,0,Warm Cool,Y,1,5,3,1947,>2000,1967,1024.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1,0,13,2319,20020.0,38.86680108,-76.94608732,Ward 7,SE,2013,8,242000.0,Lower
3,1,Warm Cool,Y,1,6,2,1985,No Remodeling,2000,1748.0,1,2 Story,Row End,Excellent,Good,Common Brick,Built Up,Hardwood,1,2,11,2084,20007.0,38.91245194,-77.07121367,Ward 2,NW,2005,1,840000.0,Middle
4,1,Warm Cool,Y,1,13,5,1915,>2000,1972,2971.0,1,2.5 Story Fin,Single,Very Good,Very Good,Stucco,Slate,Hardwood,1,2,12,6750,20015.0,38.9592293,-77.0743268,Ward 3,NW,2004,11,1350000.0,Upper
1,1,Forced Air,Y,1,4,2,1900,>2000,1964,1458.0,1,2 Story,Row End,Average,Average,Common Brick,Built Up,Hardwood,1,2,11,453,20001.0,38.91179346,-77.02274739,Ward 6,NW,2018,7,825000.0,Middle
3,1,Forced Air,Y,1,6,3,1927,>2000,1964,1150.0,1,2 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,12,3492,20018.0,38.93491797,-76.96571682,Ward 5,NE,2011,12,309000.0,Lower
4,0,Forced Air,Y,1,10,4,1900,No Remodeling,1969,2142.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,4,0,11,1098,20001.0,38.90983246,-77.02066564,Ward 6,NW,2003,8,375000.0,Lower
2,1,Hot Water Rad,Y,2,6,3,1937,>2000,1967,1152.0,1,2 Story,Multi,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,0,23,1556,20020.0,38.87093289,-76.98170772,Ward 8,SE,2013,6,280000.0,Lower
1,1,Forced Air,Y,1,6,2,1943,>2000,1964,832.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1456,20019.0,38.89076939,-76.95906857,Ward 7,NE,2006,6,265000.0,Lower
2,0,Forced Air,Y,1,6,3,1905,No Remodeling,1967,1168.0,1,2 Story,Row Inside,Above Average,Average,Stucco,Metal- Sms,Carpet,1,0,11,1521,20032.0,38.84553582,-76.9842895,Ward 8,SE,2004,6,117000.0,Lower
3,1,Forced Air,Y,1,12,4,1930,>2000,1982,1410.0,1,2 Story,Row End,Average,Good,Common Brick,Metal- Sms,Hardwood,2,0,11,2421,20011.0,38.95519528,-77.01923596,Ward 4,NW,2015,4,639000.0,Middle
3,1,Forced Air,Y,2,11,4,1920,>2000,1984,1920.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood/Carp,2,1,24,1913,20010.0,38.93590711,-77.02029465,Ward 1,NW,2010,8,650000.0,Middle
4,0,Hot Water Rad,Y,1,8,4,1934,>2000,1967,2530.0,1,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,6375,20015.0,38.96562598,-77.06003573,Ward 4,NW,2016,6,1150000.0,Upper
3,3,Warm Cool,Y,1,6,3,1909,1971-2000,1963,2786.0,1,3 Story,Row Inside,Very Good,Average,Common Brick,Built Up,Hardwood,1,1,11,2450,20010.0,38.9312634,-77.04074108,Ward 1,NW,2007,6,1095000.0,Upper
4,0,Forced Air,N,4,16,4,1939,>2000,1964,3100.0,1,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4,0,23,2703,20002.0,38.90612049,-76.98613881,Ward 5,NE,2013,4,311000.0,Lower
1,1,Warm Cool,Y,1,6,3,1942,No Remodeling,1950,1320.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,5935,20015.0,38.97332519,-77.06118226,Ward 4,NW,1997,3,255000.0,Lower
2,0,Forced Air,Y,1,6,3,1941,>2000,1964,1008.0,1,2 Story,Row End,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,2658,20019.0,38.89566672,-76.92682036,Ward 7,NE,2012,1,182000.0,Lower
2,1,Forced Air,Y,1,8,2,1949,>2000,1981,1152.0,1,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1283,20002.0,38.90788018,-76.98685237,Ward 5,NE,2014,5,440000.0,Lower
3,1,Forced Air,Y,2,11,7,1917,>2000,1969,2688.0,1,2.5 Story Fin,Single,Good Quality,Average,Common Brick,Slate,Hardwood,2,1,24,7890,20011.0,38.95749934,-77.03417452,Ward 4,NW,2005,4,805000.0,Middle
2,2,Warm Cool,Y,1,4,2,1957,1971-2000,1978,1200.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1127,20037.0,38.90051703,-77.05292978,Ward 2,NW,2012,9,801000.0,Middle
3,1,Forced Air,Y,1,6,3,2013,No Remodeling,2015,1398.0,1,3 Story,Row Inside,Good Quality,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1,0,11,776,20017.0,38.92685543,-76.99934195,Ward 5,NE,2013,12,721635.0,Middle
2,1,Warm Cool,Y,1,6,3,1979,No Remodeling,1990,1776.0,1,3 Story,Row Inside,Very Good,Average,Common Brick,Metal- Sms,Hardwood/Carp,1,2,11,781,20016.0,38.93429857,-77.08458833,Ward 3,NW,2011,6,665000.0,Middle
3,1,Warm Cool,Y,1,8,4,1939,>2000,1972,1766.0,1,2 Story,Row End,Very Good,Good,Brick/Siding,Slate,Hardwood,1,1,11,4513,20008.0,38.95580617,-77.07098217,Ward 3,NW,2012,4,735000.0,Middle
2,1,Warm Cool,Y,2,7,3,1900,No Remodeling,1960,1780.0,1,2 Story,Row Inside,Good Quality,Average,Stucco,Built Up,Hardwood,2,1,24,1800,20009.0,38.91230694,-77.04315528,Ward 2,NW,2017,11,1330000.0,Upper
2,1,Warm Cool,Y,1,7,4,1966,No Remodeling,1982,1166.0,1,Split Foyer,Single,Above Average,Average,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,12,3162,20019.0,38.87077536,-76.94097032,Ward 7,SE,2015,8,230000.0,Lower
2,0,Hot Water Rad,N,1,8,3,1926,No Remodeling,1957,960.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1280,20003.0,38.88367193,-76.9780361,Ward 6,SE,2004,2,240000.0,Lower
3,1,Warm Cool,Y,1,8,5,1944,>2000,1986,1650.0,1,2 Story,Single,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,12,6160,20016.0,38.94282086,-77.09037743,Ward 3,NW,2015,5,1190000.0,Upper
2,1,Warm Cool,Y,1,6,3,2001,No Remodeling,2002,1320.0,1,2 Story,Semi-Detached,Above Average,Excellent,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,13,1995,20032.0,38.83642102,-76.9904339,Ward 8,SE,2007,2,263000.0,Lower
3,1,Warm Cool,Y,1,12,4,2017,No Remodeling,2017,2748.0,1,2 Story,Single,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,12,5955,20032.0,38.8435885,-76.98202908,Ward 8,SE,2017,4,613840.0,Middle
2,0,Forced Air,Y,1,7,4,1921,>2000,1969,1840.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1975,20011.0,38.95690888,-77.02941794,Ward 4,NW,2013,3,450000.0,Lower
2,1,Forced Air,Y,1,6,3,1939,>2000,1964,1675.0,1,1.5 Story Fin,Single,Average,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5748,20019.0,38.87796428,-76.93443809,Ward 7,SE,2012,7,263000.0,Lower
3,1,Forced Air,Y,1,7,4,1930,>2000,1982,1560.0,1,2 Story,Row End,Average,Very Good,Common Brick,Built Up,Hardwood,1,2,11,2693,20011.0,38.95786018,-77.01504116,Ward 4,NW,2018,2,797500.0,Middle
2,0,Forced Air,Y,1,6,3,1938,No Remodeling,1969,1088.0,1,2 Story,Row Inside,Good Quality,Good,Stone/Siding,Metal- Sms,Hardwood,1,0,11,1804,20015.0,38.95883233,-77.08350637,Ward 3,NW,2014,8,699000.0,Middle
2,0,Forced Air,Y,1,6,3,1952,>2000,1970,832.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,13,1720,20019.0,38.88016881,-76.94084499,Ward 7,SE,2006,2,249500.0,Lower
1,1,Hot Water Rad,N,1,7,3,1931,1941-1970,1964,1152.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1890,20011.0,38.95826891,-77.01410785,Ward 4,NW,2005,10,448000.0,Lower
2,0,Forced Air,Y,1,6,4,1910,>2000,1986,1322.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,2593,20010.0,38.93585343,-77.03060948,Ward 1,NW,2010,4,580000.0,Middle
3,1,Warm Cool,Y,1,7,4,2001,No Remodeling,2008,1555.0,1,2.5 Story Fin,Row Inside,Very Good,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,1075,20024.0,38.88207216,-77.02229304,Ward 6,SW,2012,2,690000.0,Middle
2,2,Warm Cool,Y,2,8,4,1940,No Remodeling,1969,1798.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,2,2,12,4080,20016.0,38.94772673,-77.08819390000001,Ward 3,NW,2013,8,985000.0,Middle
2,0,Warm Cool,Y,2,6,3,1913,>2000,1967,960.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,0,24,1400,20009.0,38.91470058,-77.04056639,Ward 2,NW,2017,11,1041000.0,Upper
1,1,Hot Water Rad,N,1,8,4,1910,No Remodeling,1947,2496.0,1,2 Story,Single,Above Average,Average,Wood Siding,Shake,Hardwood,1,0,12,6000,20011.0,38.93909771,-77.01724445,Ward 4,NW,1992,8,155000.0,Lower
2,1,Forced Air,Y,1,6,3,1952,>2000,1973,1844.0,1,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1529,20002.0,38.91498237,-77.0080215,Ward 5,NE,2010,9,399900.0,Lower
3,0,Warm Cool,Y,1,7,3,1900,>2000,1983,1088.0,1,2 Story,Row End,Superior,Very Good,Common Brick,Built Up,Hardwood,1,1,11,862,20007.0,38.90620986,-77.05840864,Ward 2,NW,2013,12,1295000.0,Upper
2,0,Hot Water Rad,Y,1,5,2,1921,>2000,1983,1080.0,1,2 Story,Row End,Superior,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1523,20007.0,38.91190088,-77.06650941,Ward 2,NW,2017,3,1013000.0,Middle
3,1,Forced Air,Y,2,10,5,1885,>2000,1969,2352.0,1,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,0,24,1425,20005.0,38.90944968,-77.03507364,Ward 2,NW,2007,6,1200000.0,Upper
3,0,Hot Water Rad,Y,2,8,4,1909,>2000,1964,2328.0,1,2 Story,Multi,Average,Good,Common Brick,Built Up,Hardwood/Carp,2,0,24,2420,20002.0,38.91732724,-77.00080014,Ward 5,NE,2014,1,572000.0,Middle
2,1,Forced Air,Y,1,7,3,1907,>2000,1960,1608.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Neopren,Hardwood,1,1,11,990,20002.0,38.89630195,-76.99580269,Ward 6,NE,2009,6,601000.0,Middle
3,0,Forced Air,Y,2,8,3,1908,1971-2000,1960,1632.0,1,3 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,2,1,24,652,20003.0,38.88828151,-76.98867391,Ward 6,SE,2000,7,285000.0,Lower
2,1,Warm Cool,Y,1,6,3,1928,1971-2000,1972,2392.0,1,2 Story,Single,Very Good,Good,Stucco,Comp Shingle,Hardwood,1,1,12,5300,20015.0,38.96599121,-77.06288879,Ward 4,NW,1998,7,459000.0,Lower
3,1,Hot Water Rad,N,1,7,4,1938,No Remodeling,1961,1610.0,1,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,2,12,6130,20007.0,38.92395911,-77.07177778,Ward 3,NW,2013,8,1125000.0,Upper
3,2,Forced Air,Y,1,9,4,1937,>2000,1972,2528.0,1,2.5 Story Fin,Single,Very Good,Good,Brick/Siding,Slate,Hardwood,1,1,12,5746,20015.0,38.95926065,-77.05773147,Ward 4,NW,2008,5,853500.0,Middle
3,1,Warm Cool,Y,1,7,4,2001,No Remodeling,2006,1200.0,1,2 Story,Row Inside,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,11,1480,20020.0,38.84542722,-76.97561416,Ward 8,SE,2018,5,276000.0,Lower
3,0,Warm Cool,Y,1,8,4,1935,No Remodeling,1972,1964.0,1,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,2,12,5950,20012.0,38.98204949,-77.03418202,Ward 4,NW,2006,4,725000.0,Middle
3,1,Warm Cool,Y,1,10,4,1981,No Remodeling,1998,2664.0,1,2 Story,Single,Excellent,Average,Face Brick,Shake,Hardwood,1,2,12,7835,20007.0,38.92242931,-77.091505,Ward 3,NW,2016,4,1300000.0,Upper
4,0,Hot Water Rad,N,4,16,8,1937,No Remodeling,1943,2800.0,1,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4,0,23,3613,20017.0,38.93859388,-76.99348189,Ward 5,NE,2009,12,394070.0,Lower
4,0,Hot Water Rad,N,4,12,4,1940,>2000,1964,2368.0,1,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4,0,23,2256,20002.0,38.90000372,-76.97786195,Ward 5,NE,2001,1,111802.0,Lower
2,1,Warm Cool,Y,1,8,3,1939,>2000,1954,3118.0,1,2 Story,Single,Very Good,Very Good,Brick/Siding,Slate,Hardwood,1,1,12,4950,20016.0,38.95168875,-77.08650743,Ward 3,NW,1992,1,280000.0,Lower
3,1,Forced Air,Y,1,7,4,1953,1971-2000,1971,2772.0,1,1.5 Story Fin,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,8900,20015.0,38.98347232,-77.0554005,Ward 4,NW,2000,12,537500.0,Lower
1,0,Forced Air,N,1,6,2,1941,No Remodeling,1943,832.0,1,2 Story,Row End,Average,Average,Common Brick,Built Up,Hardwood,1,0,11,1496,20019.0,38.89524489,-76.95456879999999,Ward 7,NE,2001,2,77900.0,Lower
1,2,Hot Water Rad,N,1,6,3,1950,No Remodeling,1966,1906.0,1,2 Story,Single,Good Quality,Average,Common Brick,Clay Tile,Lt Concrete,1,2,12,5000,20015.0,38.96468051,-77.05854391,Ward 4,NW,2002,1,420000.0,Lower
3,1,Hot Water Rad,Y,1,8,4,1925,No Remodeling,1980,2040.0,1,2.5 Story Fin,Semi-Detached,Very Good,Average,Common Brick,Metal- Sms,Hardwood,1,1,13,2944,20016.0,38.93752456,-77.07056546,Ward 3,NW,2000,12,521000.0,Lower
1,0,Forced Air,N,1,3,1,1890,1971-2000,1954,704.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood/Carp,1,0,11,621,20002.0,38.89863555,-77.00076603,Ward 6,NE,1999,6,139000.0,Lower
2,2,Ht Pump,Y,1,7,3,1915,>2000,1969,1592.0,1,2 Story,Single,Good Quality,Good,Stucco,Comp Shingle,Hardwood,1,1,12,4600,20011.0,38.95778391,-77.03159174,Ward 4,NW,2018,6,754000.0,Middle
1,0,Hot Water Rad,N,1,6,3,1895,No Remodeling,1957,1444.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,11,1500,20001.0,38.91351048,-77.01052193,Ward 5,NW,2017,8,675000.0,Middle
2,0,Hot Water Rad,Y,1,7,3,1870,1971-2000,1980,1988.0,1,3 Story,Semi-Detached,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,13,1423,20009.0,38.91614752,-77.03522557,Ward 2,NW,2017,6,1300000.0,Upper
1,1,Forced Air,Y,1,6,2,1980,>2000,1992,1572.0,1,3 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood/Carp,1,1,11,895,20002.0,38.8921792,-76.99411942,Ward 6,NE,2014,6,779000.0,Middle
2,1,Ht Pump,Y,1,7,3,2003,No Remodeling,2007,1856.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1428,20002.0,38.89263361,-76.98942317,Ward 6,NE,2011,12,602000.0,Middle
1,1,Forced Air,Y,1,6,3,1941,>2000,1957,1276.0,1,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1,1,12,4868,20012.0,38.96920409,-77.03035517,Ward 4,NW,2007,1,500000.0,Lower
1,0,Forced Air,N,1,5,3,1947,No Remodeling,1947,1024.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Slate,Hardwood,1,0,13,2372,20020.0,38.86593546,-76.94609835,Ward 7,SE,1996,10,96645.0,Lower
1,1,Forced Air,Y,1,7,3,1954,No Remodeling,1972,1088.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Carpet,1,0,13,2910,20011.0,38.95471337,-76.9948509,Ward 5,NE,2017,8,430000.0,Lower
2,0,Hot Water Rad,N,1,7,4,1925,No Remodeling,1961,1276.0,1,2 Story,Row Inside,Average,Average,Brick/Siding,Built Up,Hardwood/Carp,1,0,11,1634,20003.0,38.88847106,-76.97954468,Ward 6,SE,2001,3,182000.0,Lower
1,0,Hot Water Rad,N,1,6,3,1900,No Remodeling,1960,1552.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Wood Floor,1,0,11,1233,20002.0,38.89866787,-76.98854557,Ward 6,NE,1993,4,112700.0,Lower
1,1,Forced Air,Y,1,6,3,1914,No Remodeling,1954,1300.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood/Carp,1,0,11,1330,20002.0,38.91352966,-77.00268312,Ward 5,NE,1997,1,80000.0,Lower
2,1,Warm Cool,Y,1,5,4,1952,>2000,1970,1156.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood/Carp,1,0,13,2694,20011.0,38.95619443,-76.99327157,Ward 5,NE,2013,12,379000.0,Lower
2,1,Hot Water Rad,Y,2,6,4,1910,>2000,1967,1360.0,1,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Wood Floor,2,0,24,1049,20002.0,38.8917483,-76.99354058,Ward 6,NE,2009,6,742000.0,Middle
2,1,Forced Air,Y,1,6,3,1917,>2000,1964,1344.0,1,2 Story,Semi-Detached,Average,Very Good,Common Brick,Built Up,Hardwood,1,1,13,3845,20017.0,38.93046717,-76.98907825,Ward 5,NE,2008,4,453200.0,Lower
3,1,Forced Air,Y,1,8,5,2008,No Remodeling,2011,2052.0,1,2 Story,Single,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,12,4360,20032.0,38.84033488,-76.99384195,Ward 8,SE,2008,1,400000.0,Lower
1,1,Hot Water Rad,N,1,6,3,1920,1971-2000,1943,1197.0,1,2 Story,Single,Average,Average,Wood Siding,Comp Shingle,Hardwood,1,1,12,2427,20011.0,38.94137869,-77.01730071,Ward 4,NW,1997,5,90000.0,Lower
1,1,Forced Air,Y,1,6,3,1910,>2000,1967,1264.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,0,11,1200,20001.0,38.91483983,-77.0154661,Ward 1,NW,2008,10,455000.0,Lower
1,1,Warm Cool,Y,1,5,3,1962,No Remodeling,1970,1116.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1,0,13,3430,20019.0,38.89949797,-76.91825818,Ward 7,NE,2004,10,145000.0,Lower
2,2,Forced Air,Y,1,7,3,2009,No Remodeling,2012,1784.0,1,2 Story,Row End,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,11,3565,20018.0,38.9212223,-76.95855315,Ward 5,NE,2015,1,520000.0,Lower
1,0,Forced Air,Y,1,6,3,1900,>2000,1967,1395.0,1,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,11,600,20001.0,38.90887091,-77.02483631,Ward 2,NW,2014,3,650000.0,Middle
